Price,Close,High,Low,Open,Volume
Ticker,RENT3.SA,RENT3.SA,RENT3.SA,RENT3.SA,RENT3.SA
Date,,,,,
2023-05-08,58.0482063293457,59.25546646118164,57.828704833984375,58.47723388671875,3800709
2023-05-09,58.7965087890625,59.734378814697266,57.58924865722656,57.619178771972656,4174957
2023-05-10,59.913970947265625,60.2232666015625,58.80648422241211,58.87632369995117,10404970
2023-05-11,61.69991683959961,62.23868942260742,59.564762115478516,59.564762115478516,12927283
2023-05-12,61.39061737060547,62.34844207763672,60.94163513183594,61.69991683959961,6659084
2023-05-15,61.1212272644043,62.0990104675293,60.76204299926758,61.480411529541016,6071052
2023-05-16,60.99152374267578,62.49810028076172,59.784263610839844,60.4826774597168,10499784
2023-05-17,62.108985900878906,62.31850814819336,61.380638122558594,61.74980163574219,6474967
2023-05-18,62.79742431640625,62.97701644897461,61.470436096191406,62.05909729003906,7558622
2023-05-19,63.16658401489258,63.51579284667969,62.288578033447266,63.15660858154297,11540943
2023-05-22,63.16658401489258,64.62327575683594,62.98699188232422,62.98699188232422,9486589
2023-05-23,62.8572883605957,64.0545654296875,62.07905578613281,62.817378997802734,7881253
2023-05-24,62.53801345825195,63.44594955444336,61.80966567993164,62.44821548461914,9494708
2023-05-25,63.79515838623047,66.16976928710938,63.08676528930664,64.16432189941406,11941450
2023-05-26,64.09447479248047,65.10218811035156,63.17656326293945,64.7629623413086,5841131
2023-05-29,64.08450317382812,64.30400085449219,63.53574752807617,64.09447479248047,2559397
2023-05-30,63.066810607910156,65.1820068359375,62.66771697998047,64.85275268554688,8587553
2023-05-31,61.89946365356445,63.266357421875,61.89946365356445,63.266357421875,20534716
2023-06-01,65.38155364990234,66.14981079101562,62.358421325683594,62.61783218383789,8863979
2023-06-02,66.00015258789062,68.37476348876953,65.69085693359375,65.93031311035156,7451178
2023-06-05,66.3393783569336,66.648681640625,65.43144226074219,65.57112121582031,4670379
2023-06-06,67.64641571044922,68.20514678955078,66.06001281738281,66.24958801269531,8600783
2023-06-07,67.39698028564453,68.73394775390625,66.60877227783203,67.4368896484375,6852121
2023-06-09,68.02555084228516,69.86138153076172,67.66636657714844,68.09539031982422,10753459
2023-06-12,67.07770538330078,68.84369659423828,66.947998046875,68.45458221435547,6754901
2023-06-13,65.6708984375,67.54663848876953,65.10218811035156,67.54663848876953,11174212
2023-06-14,66.92804718017578,67.03779602050781,65.56114959716797,66.03008270263672,9066337
2023-06-15,66.48904418945312,67.50672912597656,66.32940673828125,66.87815856933594,7586685
2023-06-16,64.93257141113281,65.820556640625,64.16432189941406,64.35388946533203,17488817
2023-06-19,67.4668197631836,67.4668197631836,64.5135269165039,64.85275268554688,8392812
2023-06-20,66.9180679321289,67.4668197631836,66.37928771972656,67.34709167480469,5613616
2023-06-21,67.22736358642578,67.22736358642578,66.09992218017578,66.93801879882812,5542154
2023-06-22,67.69629669189453,67.9557113647461,65.71080780029297,66.68859100341797,4923553
2023-06-23,67.34709167480469,68.36478424072266,67.13756561279297,67.84596252441406,6153038
2023-06-26,67.34709167480469,68.02555084228516,66.62872314453125,67.26727294921875,5008645
2023-06-27,66.41919708251953,67.08768463134766,64.86273193359375,66.84822845458984,12369219
2023-06-28,66.19969940185547,67.08768463134766,65.81058502197266,66.24958801269531,9382253
2023-06-29,68.14527893066406,68.14527893066406,66.41919708251953,66.86817932128906,27625078
2023-06-30,68.3448257446289,69.202880859375,67.63643646240234,68.61421966552734,11866480
2023-07-03,68.97340393066406,69.19290161132812,67.52668762207031,68.58428192138672,3737767
2023-07-04,68.79380798339844,69.79154205322266,68.52442169189453,68.52442169189453,3603763
2023-07-05,69.7217025756836,70.1407470703125,67.78609466552734,68.52442169189453,4400768
2023-07-06,69.09313201904297,69.60197448730469,68.14527893066406,68.92351531982422,6522174
2023-07-07,69.98110961914062,70.57975769042969,69.03326416015625,69.13304138183594,5801441
2023-07-10,69.5720443725586,69.86138153076172,68.73394775390625,69.74165344238281,4271375
